,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Tennoji Ward,Osaka City",District_Ajiharacho,District_Ajiharahommachi,District_Chausuyamacho,District_Daido,District_Dogashiba,District_Esashimachi,District_Fudegasakicho,District_Funahashicho,District_Hiden-incho,District_Higashikozucho,District_Horikoshicho,District_Ikutamacho,District_Ikutamamaemachi,District_Ikutamateramachi,District_Ishigatsujicho,District_Karahoricho,District_Karakiyocho,District_Karasugatsuji,District_Katsuyama,District_Kitakawahoricho,District_Kitayamacho,District_Kokubucho,District_Matsugahanacho,District_Minamikawahoricho,District_Obasecho,District_Osaka,District_Reinincho,District_Rokumantaicho,District_Saikudani,District_Sanadayamacho,District_Shimizudanicho,District_Shimoajiharacho,District_Shimpoincho,District_Shitaderamachi,District_Shitennoji,District_Tamatsukurihommachi,District_Tamatsukurimotomachi,District_Teradacho,District_Tojocho,District_Uehommachi,District_Uenomiyacho,District_Ueshio,District_Yuuhigaokacho,Nearest_Station_Ebisucho,Nearest_Station_Momodani,Nearest_Station_Nagahoribashi,Nearest_Station_Osakauehonnmachi,Nearest_Station_Shitennojimaeyuhigaoka,Nearest_Station_Tamatsukuri (JR),Nearest_Station_Tamatsukuri (Osaka Metro),Nearest_Station_Tanimachi 6-chome,Nearest_Station_Tanimachi 9-chome,Nearest_Station_Tennoji,Nearest_Station_Teradacho,Nearest_Station_Tsuruhashi,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
