,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Onojo City,District_Akebonomachi,District_Asahigaoka,District_Chuo,District_Hatagasaka,District_Higashiori,District_Hiranodai,District_Kamiori,District_Kawakubo,District_Kawarada,District_Midorigaoka,District_Mikasagawa,District_Minamigaoka,District_Minamiori,District_Miyanodai,District_Mizuhomachi,District_Murasakidai,District_Naka,District_Nakahata,District_Nishikimachi,District_Oaza Kamiori,District_Oaza Otogana,District_Oaza Ushikubi,District_Oike,District_Oki,District_Otogana,District_Otoganadai,District_Otoganahigashi,District_Sakaemachi,District_Shimoori,District_Shirakibaru,District_Tsukinora,District_Tsutsui,District_Tsutsujigaoka,District_Ushikubi,District_Wakakusa,District_Yamada,District_Yokomine,District_Zasshonokumamachi,Nearest_Station_Hakataminami,Nearest_Station_Kasugabaru,Nearest_Station_Minamifukuoka,Nearest_Station_Mizuki,Nearest_Station_None,Nearest_Station_Onojo,Nearest_Station_Sasabaru,Nearest_Station_Shimoori,Nearest_Station_Shiragibaru,Nearest_Station_Tofurominami,Nearest_Station_Zasshonokuma,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
