,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Ojiya City,District_Asahicho,District_Chiyagawa,District_Funaoka,District_Heisei,District_Hirasawa,District_Hiyoshi,District_Honcho,District_Jonai,District_Katakaimachi,District_Konosucho,District_Matsutocho,District_Motomachi,District_Oaza Chiya,District_Oaza Hiu,District_Oaza Ikegahara,District_Oaza Kawai,District_Oaza Kowada,District_Oaza Sakuramachi,District_Oaza Sambusho,District_Oaza Shiodono,District_Oaza Tokimizu,District_Oaza Uragara,District_Oaza Yamamoto,District_Sakaecho,District_Takanashicho,District_Toei,District_Tsuchikawa,District_Uenoyama,District_Wakaba,Nearest_Station_Echigoiwasawa,Nearest_Station_Echigoiwatsuka,Nearest_Station_Echigokawaguchi,Nearest_Station_Echigotakiya,Nearest_Station_Ojiya,Nearest_Station_Raikoji,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
