,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Miyagi Prefecture,"Municipality_Izumi Ward,Sendai City",District_Asahigaokatsutsumi,District_Chomeigaoka,District_Hondacho,District_Ichinazaka,District_Izumichuo,District_Kamiyagari,District_Katsura,District_Kuromatsu,District_Matsumori,District_Mizuhodai,District_Nanakita,District_Nankodai,District_Nankodaiminami,District_Nijinooka,District_Shogen,District_Takadamacho,District_Takamori,District_Tenjinzawa,District_Yaotome,District_Yaotomechuo,Nearest_Station_Asahigaoka (Miyagi),Nearest_Station_Dainohara,Nearest_Station_Higashisendai,Nearest_Station_Izumichuo,Nearest_Station_Kawaramachi (Miyagi),Nearest_Station_Kuromatsu (Miyagi),Nearest_Station_Sendai,Nearest_Station_Yaotome,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
