,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,Municipality_Itami City,District_Andojicho,District_Aramaki,District_Chuo,District_Fujinoki,District_Gogazuka,District_Gyokicho,District_Higashiarioka,District_Higashino,District_Hiramatsu,District_Ikejiri,District_Imoji,District_Inanocho,District_Itami,District_Kashiwagicho,District_Kasugaoka,District_Kitagawara,District_Kitahommachi,District_Kitaitami,District_Kitano,District_Konoike,District_Koya,District_Koyahigashi,District_Koyaminami,District_Kurumazuka,District_Midorigaoka,District_Minamicho,District_Minamihommachi,District_Minamino,District_Misuzucho,District_Miyanomae,District_Mizugaoka,District_Mizuhara,District_Mizuhocho,District_Morimoto,District_Nakanohigashi,District_Nakanokita,District_Nakanonishi,District_Nishidai,District_Nishino,District_Noma,District_Nomakita,District_Ogino,District_Oginonishi,District_Ojika,District_Okuhata,District_Ono,District_Senzo,District_Takadai,District_Teramoto,District_Umenoki,District_Wakabishicho,District_Yamada,Nearest_Station_Aimoto,Nearest_Station_Inano,Nearest_Station_Itami (Hankyu),Nearest_Station_Itami (JR),Nearest_Station_Kitaitami,Nearest_Station_Mukonoso,Nearest_Station_Nakayamadera,Nearest_Station_Nakayamakannon,Nearest_Station_Obayashi (Hyogo),Nearest_Station_Shin-itami,Nearest_Station_Takarazukaminamiguchi,Nearest_Station_Tsukaguchi (Hankyu),Nearest_Station_Yamamoto (Hyogo),Layout_1DK,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
