,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hokkaido,"Municipality_Atsubetsu Ward,Sapporo City",District_Aobacho,District_Atsubetsuchuo1jo,District_Atsubetsuchuo2jo,District_Atsubetsuchuo3jo,District_Atsubetsuchuo4jo,District_Atsubetsuchuo5jo,District_Atsubetsuhigashi1jo,District_Atsubetsuhigashi2jo,District_Atsubetsuhigashi3jo,District_Atsubetsuhigashi4jo,District_Atsubetsuhigashi5jo,District_Atsubetsukita1jo,District_Atsubetsukita2jo,District_Atsubetsukita3jo,District_Atsubetsuminami,District_Atsubetsunishi2jo,District_Atsubetsunishi3jo,District_Kaminopporo1jo,District_Kaminopporo3jo,District_Momijidaikita,District_Oyachihigashi,District_Oyachinishi,Nearest_Station_Atsubetsu,Nearest_Station_Hibarigaoka (Hokkaido),Nearest_Station_Kaminopporo,Nearest_Station_Oyachi,Nearest_Station_Sapporo (Sapporoshiei),Nearest_Station_Shinrinkoen (Hokkaido),Nearest_Station_Shinsapporo,Nearest_Station_Shiroishi (JR Hokkaido),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
