,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hyogo Prefecture,Municipality_Kakogawa City,District_Befucho,District_Befuchohommachi,District_Befuchonishiwaki,District_Hiraokacho,District_Hiraokachoishikinishi,District_Hiraokachoshinzaike,District_Kakogawacho,District_Nishikankicho,District_Noguchicho,District_Onoecho,District_Onouechoyota,District_Shinkanno,District_Yonedacho,Nearest_Station_Befu (Hyogo),Nearest_Station_Hamanomiya,Nearest_Station_Higashikakogawa,Nearest_Station_Hoden,Nearest_Station_Kakogawa,Nearest_Station_Kanno,Nearest_Station_Onoenomatsu,Nearest_Station_Tsuchiyama,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4L+K,Layout_4LDK,Layout_5DK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
