,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Chofu City,District_Chofugaoka,District_Fuda,District_Fujimicho,District_Higashitsutsujigaoka,District_Irimacho,District_Jindaijihigashimachi,District_Jindaijikitamachi,District_Jindaijiminamimachi,District_Jindaijimotomachi,District_Kamiishiwara,District_Kikunodai,District_Kojimacho,District_Kokuryocho,District_Midorigaoka,District_Nishitsutsujigaoka,District_Nomizu,District_Sazumachi,District_Sengawacho,District_Shibasaki,District_Shimoishiwara,District_Somechi,District_Tamagawa,District_Tobitakyu,District_Wakabacho,District_Yagumodai,Nearest_Station_Chofu,Nearest_Station_Fuda,Nearest_Station_Izumitamagawa,Nearest_Station_Keiotamagawa,Nearest_Station_Kokuryo,Nearest_Station_Musashisakai,Nearest_Station_Nishichofu,Nearest_Station_None,Nearest_Station_Seijogakuenmae,Nearest_Station_Sengawa,Nearest_Station_Shibasaki,Nearest_Station_Tama,Nearest_Station_Tobitakyu,Nearest_Station_Tsutsujigaoka,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road","Transactional factors_Dealings of real estate to which mortgage etc. are set,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
