,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,"Municipality_Miyashiro Town,Minamisaitama County",District_Aza Dobutsu,District_Aza Higashi,District_Aza Himemiya,District_Aza Kanehara,District_Aza Miyahigashi,District_Aza Momma,District_Aza Naka,District_Aza Nakajima,District_Aza Nishibara,District_Aza Yamazaki,District_Chuo,District_Dobutsu,District_Gakuendai,District_Higashihimemiya,District_Honden,District_Kasahara,District_Kawabata,District_Miyashiro,District_Miyashirodai,District_Momma,District_Oaza Higashikumehara,District_Oaza Kokuno,District_Oaza Nishikumehara,District_Oaza Suka,District_Oaza Wado,District_Wado,Nearest_Station_Himemiya,Nearest_Station_Tobudobutsukoen,Nearest_Station_Wado,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
