,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,"Municipality_Moriyama Ward,Nagoya City",District_Amakoda,District_Chausumae,District_Choei,District_Daieijicho,District_Gozembora,District_Hakusan,District_Hanasakidai,District_Hattan,District_Higashiyamacho,District_Honjigaoka,District_Ichiba,District_Jonancho,District_Kanaya,District_Kawamiyacho,District_Kawamuracho,District_Kitayama,District_Kitayamaminami,District_Korokucho,District_Koshin,District_Machikita,District_Machiminami,District_Matsusakacho,District_Midorigaoka,District_Morimakicho,District_Moritaka,District_Moritakahigashi,District_Moriyama,District_Motogo,District_Mukaedai,District_Naeshiro,District_Nakashin,District_Nijikken-ya,District_Nishigawaracho,District_Nishijimacho,District_Nishishin,District_Nishishiro,District_Oaza Kamishidami,District_Oaza Nakashidami,District_Obata,District_Obatachiyoda,District_Obatajoto,District_Obataminami,District_Obatamiyanokoshi,District_Obatanaka,District_Obataota,District_Omakicho,District_Omori,District_Omorikita,District_Otai,District_Otanicho,District_Ryusenji,District_Sarayashiki,District_Seko,District_Sekohigashi,District_Shiken-ya,District_Shimmoricho,District_Shimmoriyama,District_Shinshiro,District_Shirasawacho,District_Shirotsuchicho,District_Toribami,District_Torigamicho,District_Wakitacho,District_Yabutacho,District_Yahagicho,District_Yatsurugi,Nearest_Station_Asahimae,Nearest_Station_Fujigaoka (Aichi),Nearest_Station_Hongo (Aichi),Nearest_Station_Hoshigaoka (Aichi),Nearest_Station_Hyotan-yama (Aichi),Nearest_Station_Inba,Nearest_Station_Jinryo,Nearest_Station_Kamiiida,Nearest_Station_Kanaya,Nearest_Station_Kasugai (JR),Nearest_Station_Kawamiya,Nearest_Station_Kitayama (Aichi),Nearest_Station_Kozoji,Nearest_Station_Moriyamajieitaimae,Nearest_Station_Obata,Nearest_Station_Obataryokuchi,Nearest_Station_Omori/Kinjogakuinmae,Nearest_Station_Shinmoriyama,Nearest_Station_Shirasawakeikoku,Nearest_Station_Ueda (Nagoyashiei),Nearest_Station_Yada (Aichi),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
