,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,Municipality_Nagakute City,District_Bonoshiro,District_Chohai,District_Choshida,District_Dannoe,District_Fujiura,District_Gogoike,District_Gomae,District_Harayama,District_Harayashiki,District_Higashihazama,District_Higashiura,District_Hiraike,District_Hotokegane,District_Ibori,District_Ichigahora,District_Irigaike,District_Kamikawahara,District_Kamoda,District_Kanihara,District_Katahira,District_Kibutake,District_Koke,District_Kuboyama,District_Kumada,District_Maeguma,District_Marune,District_Miyawaki,District_Musashizuka,District_Nakaike,District_Nakata,District_Nenokami,District_Netake,District_Nishiura,District_Nodano,District_Roboku,District_Sakuratsukuri,District_Sakuta,District_Sendatsu,District_Shimogawara,District_Shimogonda,District_Shiroyashiki,District_Shobuike,District_Sunago,District_Todagai,District_Tsukada,District_Uchikoshi,District_Ujigamimae,District_Yamagoe,District_Yamanota,District_Yamaoke,District_Yazako,Nearest_Station_Fujigaoka (Aichi),Nearest_Station_Geidaidori,Nearest_Station_Hanamizukidori,Nearest_Station_Hongo (Aichi),Nearest_Station_Irigaikekoen,Nearest_Station_Koennishi,Nearest_Station_Nagakutekosenjo,Nearest_Station_Owariseto,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
