,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,Municipality_Minamata City,District_Araikirimachi,District_Chinnai,District_Enancho,District_Fukagawa,District_Fukuro,District_Gioncho,District_Hachimancho,District_Hachinokubocho,District_Hama,District_Hamamachi,District_Hamamatsucho,District_Hatsuno,District_Hibarigaoka,District_Hiramachi,District_Hyakukencho,District_Ishizakagawa,District_Jinnai,District_Kogamachi,District_Kojo,District_Kuzuwatari,District_Makinouchi,District_Minatomachi,District_Myojincho,District_Nakazuru,District_Nampukuji,District_Ozonocho,District_Saiwaimachi,District_Sakuragaoka,District_Sakuraicho,District_Shiohamacho,District_Shiomicho,District_Shirahamacho,District_Susubaru,District_Tataracho,District_Tenjincho,District_Tsukiji,District_Tsukinoura,District_Warabino,District_Yamatecho,District_Yude,Nearest_Station_Fukuro,Nearest_Station_Minamata,Nearest_Station_Sashiki,Nearest_Station_Shinminamata,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
