,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Kita Ward,District_Akabane,District_Akabanedai,District_Akabanekita,District_Akabaneminami,District_Akabanenishi,District_Higashijujo,District_Higashitabata,District_Horifune,District_Iwabuchimachi,District_Jujodai,District_Jujonakahara,District_Kamijujo,District_Kaminakazato,District_Kamiya,District_Kirigaoka,District_Kishimachi,District_Nakajujo,District_Nakazato,District_Nishigahara,District_Nishigaoka,District_Oji,District_Ojihoncho,District_Shimo,District_Showamachi,District_Tabata,District_Tabatashimmachi,District_Takinogawa,District_Toshima,District_Ukima,Nearest_Station_Akabane,Nearest_Station_Akabaneiwabuchi,Nearest_Station_Akadoshogakkomae,Nearest_Station_Arakawashakomae,Nearest_Station_Asukayama,Nearest_Station_Higashijujo,Nearest_Station_Itabashi,Nearest_Station_Itabashihoncho,Nearest_Station_Jujo (Tokyo),Nearest_Station_Kajiwara,Nearest_Station_Kaminakazato,Nearest_Station_Kitaakabane,Nearest_Station_Komagome,Nearest_Station_Motohasunuma,Nearest_Station_Nishigahara,Nearest_Station_Nishigahara 4-chome,Nearest_Station_Nishinippori,Nearest_Station_Nishisugamo,Nearest_Station_None,Nearest_Station_Oji,Nearest_Station_Ojikamiya,Nearest_Station_Oku,Nearest_Station_Sakaecho (Tokyo),Nearest_Station_Shimo,Nearest_Station_Shimurasakaue,Nearest_Station_Shin-itabashi,Nearest_Station_Shinmikawashima,Nearest_Station_Tabata,Nearest_Station_Takinogawa 1-chome,Nearest_Station_Ukimafunado,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1K+S,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_2LK,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_3LK,Layout_4K,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
