,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Iwate Prefecture,"Municipality_Shizukuishi Town,Iwate County",District_Gendaido,District_Hakke,District_Itabashi,District_Kakiki,District_Kamimachihigashi,District_Kamimachiminami,District_Kobiyachi,District_Maruyachi,District_Minamihata,District_Nagahata,District_Nagayama,District_Nakakurosawagawa,District_Nanatsumori,District_Nisase,District_Nishianiwa,District_Nishine,District_Numagaeshi,District_Oshuku,District_Shimomachihigashi,District_Shimosasamori,District_Shiogamori,District_Takamaeda,District_Teranoshita,District_Tsunagi,Nearest_Station_Harukiba,Nearest_Station_Koiwai,Nearest_Station_Shizukuishi,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Urbanization Control Area,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
