,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ehime Prefecture,"Municipality_Masaki Town,Iyo County",District_Oaza Daima,District_Oaza Ekubi,District_Oaza Hama,District_Oaza Higashikoizumi,District_Oaza Kamitakayanagi,District_Oaza Kanzaki,District_Oaza Kitagawara,District_Oaza Kitakuroda,District_Oaza Minamikuroda,District_Oaza Nagata,District_Oaza Nakagawara,District_Oaza Nishikoizumi,District_Oaza Nishitakayanagi,District_Oaza Omizo,District_Oaza Shonouchi,District_Oaza Shussaku,District_Oaza Tokumaru,District_Oaza Tsuruyoshi,District_Oaza Tsutsui,District_Oaza Yokota,Nearest_Station_Iyoyokota,Nearest_Station_Jizomachi,Nearest_Station_Kitaiyo,Nearest_Station_Koizumi,Nearest_Station_Masaki,Nearest_Station_Okada (Ehime),Nearest_Station_Shinkawa (Ehime),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
