,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Miyagi Prefecture,"Municipality_Taihaku Ward,Sendai City",District_Asutonagamachi,District_Doteuchi,District_Hachihommatsu,District_Higashinakada,District_Izumizaki,District_Kagitori,District_Kano,District_Kanohoncho,District_Kooriyama,District_Minamionoda,District_Mogasaki,District_Moniwadai,District_Monzemmachi,District_Mukaiyama,District_Nagamachi,District_Nagamachiminami,District_Nagamine,District_Nakada,District_Nakadamachi,District_Negishimachi,District_Nishinakada,District_Nishitaga,District_Onoda,District_Sakuragimachi,District_Sunaoshiminamimachi,District_Taishido,District_Tomizawa,District_Tomizawaminami,District_Yagiyamahigashi,District_Yagiyamahoncho,District_Yagiyamakasumicho,District_Yagiyamamatsunamicho,District_Yagiyamamidoricho,District_Yagiyamaminami,District_Yanagiu,Nearest_Station_Aobayama,Nearest_Station_Atagobashi,Nearest_Station_Itsutsubashi,Nearest_Station_Kawaramachi (Miyagi),Nearest_Station_Kuzuoka,Nearest_Station_Minamisendai,Nearest_Station_Nagamachi,Nearest_Station_Nagamachi 1-chome,Nearest_Station_Nagamachiminami,Nearest_Station_None,Nearest_Station_Rikuzen-ochiai,Nearest_Station_Sendai,Nearest_Station_Taishido,Nearest_Station_Tomizawa,Nearest_Station_Yagiyama Zoological Park,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5DK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
