,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kyoto Prefecture,Municipality_Uji City,District_Gokasho,District_Hirakicho,District_Hironocho,District_Isedacho,District_Isedachonagi,District_Kobata,District_Makishimacho,District_Oguracho,District_Okubocho,District_Rokujizo,District_Shimmei,District_Todo,District_Uji,Nearest_Station_Iseda,Nearest_Station_JR Ogura,Nearest_Station_Kohata (JR),Nearest_Station_Kowata (Keihan),Nearest_Station_Mimurodo,Nearest_Station_Mukaijima,Nearest_Station_None,Nearest_Station_Obaku (JR),Nearest_Station_Obaku (Keihan),Nearest_Station_Ogura (Kyoto),Nearest_Station_Okubo (Kyoto),Nearest_Station_Rokujizo (JR),Nearest_Station_Rokujizo (Kyotoshiei),Nearest_Station_Shinden (Kyoto),Nearest_Station_Uji (JR),Nearest_Station_Uji (Keihan),Layout_1DK,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5DK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
