,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hokkaido,"Municipality_Shiroishi Ward,Sapporo City",District_Chuo1jo,District_Chuo2jo,District_Heiwadori,District_Higashisapporo1jo,District_Higashisapporo2jo,District_Higashisapporo3jo,District_Higashisapporo4jo,District_Higashisapporo5jo,District_Higashisapporo6jo,District_Hondori,District_Hongodori,District_Kikusui1jo,District_Kikusui2jo,District_Kikusui3jo,District_Kikusui4jo,District_Kikusui5jo,District_Kikusui6jo,District_Kikusui7jo,District_Kikusui8jo,District_Kikusui9jo,District_Kikusuikamimachi1jo,District_Kikusuimotomachi1jo,District_Kikusuimotomachi2jo,District_Kikusuimotomachi3jo,District_Kikusuimotomachi4jo,District_Kikusuimotomachi5jo,District_Kikusuimotomachi6jo,District_Kitago1jo,District_Kitago2jo,District_Kitago3jo,District_Kitago4jo,District_Kitago5jo,District_Kitago6jo,District_Kitago7jo,District_Kitago8jo,District_Kitago9jo,District_Nangodori,District_Sakaedoori,Nearest_Station_Heiwa,Nearest_Station_Higashisapporo,Nearest_Station_Kikusui,Nearest_Station_Naebo,Nearest_Station_Nango 13-chome,Nearest_Station_Nango 18-chome,Nearest_Station_Nango 7-chome,Nearest_Station_None,Nearest_Station_Oyachi,Nearest_Station_Sapporo (JR),Nearest_Station_Shiroishi (JR Hokkaido),Nearest_Station_Shiroishi (Sapporoshiei),Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
