,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyazaki Prefecture,Municipality_Miyakonojo City,District_Ayamebarucho,District_Daiocho,District_Gojitcho,District_Hachimancho,District_Hanaguricho,District_Hayamizucho,District_Hayasuzucho,District_Higashimachi,District_Himegicho,District_Hiraecho,District_Hiratsukacho,District_Hiroharacho,District_Ichimanjocho,District_Imamachi,District_Iwamitsucho,District_Iwayoshi,District_Jinnoyamacho,District_Kaimotocho,District_Kamihigashicho,District_Kamikawahigashi,District_Kaminagaecho,District_Kamizurucho,District_Kammachi,District_Kanadacho,District_Kashinocho,District_Kitaharacho,District_Komatsubaracho,District_Koorimoto,District_Koorimotocho,District_Kubobarucho,District_Maedacho,District_Marutanicho,District_Matsumotocho,District_Minamitakaocho,District_Minamiyokoichicho,District_Minobarucho,District_Miyakobarucho,District_Miyakojimacho,District_Miyamarucho,District_Mutacho,District_Nakaharacho,District_Nishimachi,District_Oiwadacho,District_Otobocho,District_Sakaemachi,District_Sencho,District_Shibitacho,District_Shimokawahigashi,District_Shimonagaecho,District_Shimozurucho,District_Shonaicho,District_Takagicho,District_Takajochohomambo,District_Takajochoishiyama,District_Takajochooide,District_Takajochosakuragi,District_Takao,District_Takazakichoomuta,District_Tarobocho,District_Tatenocho,District_Tenjincho,District_Tohokucho,District_Toshimicho,District_Toyomitsucho,District_Tsumagaokacho,District_Umekitacho,District_Wakabacho,District_Yamadachonakakirishima,District_Yamadachoyamada,District_Yamanokuchichohananoki,District_Yamanokuchichotomiyoshi,District_Yamanokuchichoyamanokuchi,District_Yasuhisacho,District_Yokoichicho,District_Yoshiocho,Nearest_Station_Higashitakasaki,Nearest_Station_Hyugashonai,Nearest_Station_Isoichi,Nearest_Station_Mangatsuka,Nearest_Station_Mimata,Nearest_Station_Miyakonojo,Nearest_Station_Mochibaru,Nearest_Station_Nishimiyakonojo,Nearest_Station_Takasakishinden,Nearest_Station_Tanigashira,Nearest_Station_Yamanokuchi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
