,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Niigata Prefecture,Municipality_Sanjo City,District_Aramachi,District_Asahicho,District_Azabu,District_Chihara,District_Chushin,District_Daikanjima,District_Doba,District_Fukujimashinden,District_Gomyo,District_Hachimancho,District_Hayashicho,District_Higashihonjoji,District_Higashiosaki,District_Higashisanjo,District_Higashishimbo,District_Higashitarada,District_Higashiuradate,District_Honcho,District_Ichinomon,District_Iguri,District_Ijima,District_Imainoshinden,District_Inokobashinden,District_Ishigami,District_Izumishinden,District_Jonammachi,District_Kagoba,District_Kamihonai,District_Kamisugoro,District_Kanekoshinden,District_Katakuchi,District_Katsubogawa,District_Kitagata,District_Kitanaka,District_Kitanyugura,District_Kitayokkamachi,District_Koya,District_Kunosone,District_Kuribayashi,District_Magarifuchi,District_Matsunokicho,District_Minamishimbo,District_Minamiyokkamachi,District_Mitsuyanagi,District_Motomachi,District_Nakanocho,District_Nibori,District_Nikkocho,District_Nishihonjoji,District_Nishikata,District_Nishinaka,District_Nishiosaki,District_Nishiuradate,District_Nishiyokkamachi,District_Obiori,District_Ogibori,District_Ojima,District_Omo,District_Onigi,District_Onohata,District_Osaki,District_Sakuragicho,District_Sanchiku,District_Sasaoka,District_Shimada,District_Shimmeicho,District_Shimohonai,District_Shimosakai,District_Shimosugoro,District_Sudoshinden,District_Suguecho,District_Suwa,District_Tajima,District_Toguchi,District_Tokoji,District_Tsukanome,District_Tsukioka,District_Tsuruda,District_Ushigashima,District_Wakamiyashinden,District_Yanagibashinden,District_Yanagisawa,District_Yokkamachi,District_Yokocho,District_Yoshida,District_Yoshinoya,District_Yuri,District_Zenkyuji,Nearest_Station_Higashisanjo,Nearest_Station_Honai,Nearest_Station_Kitasanjo,Nearest_Station_None,Nearest_Station_Obiori,Nearest_Station_Sanjo (Niigata),Nearest_Station_Tokoji,Nearest_Station_Tsubamesanjo,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
