,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tokyo,Municipality_Tachikawa City,District_Akebonocho,District_Fujimicho,District_Hagoromocho,District_Ichibancho,District_Kamisunacho,District_Kashiwacho,District_Nishikicho,District_Nishisunacho,District_Saiwaicho,District_Sakaecho,District_Shibasakicho,District_Sunagawacho,District_Takamatsucho,District_Wakabacho,Nearest_Station_Akishima,Nearest_Station_Haijima,Nearest_Station_Higashiyamatoshi,Nearest_Station_Izumitaiikukan,Nearest_Station_Kunitachi,Nearest_Station_Musashisunagawa,Nearest_Station_Nakagami,Nearest_Station_Nishikunitachi,Nearest_Station_Nishitachikawa,Nearest_Station_None,Nearest_Station_Seibutachikawa,Nearest_Station_Shibasakitaiikukan,Nearest_Station_Sunagawananaban,Nearest_Station_Tachihi,Nearest_Station_Tachikawa,Nearest_Station_Tachikawaminami,Nearest_Station_Takamatsu (Tokyo),Nearest_Station_Takanodai,Nearest_Station_Tamagawajosui,Nearest_Station_Toyota,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
