,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Kasukabe City,District_Akanuma,District_Bingohigashi,District_Bingonishi,District_Choshiguchi,District_Chuo,District_Doguchihiruda,District_Dojunkawado,District_Enoki,District_Fudoinno,District_Fujitsuka,District_Hamakawado,District_Hanazumi,District_Hatchome,District_Hibori,District_Higashinakano,District_Hiro,District_Hondencho,District_Ichinowari,District_Iinuma,District_Kamihiruda,District_Kamikanasaki,District_Kamiomashishinden,District_Kamiyanagi,District_Kamma,District_Kanasaki,District_Kasukabe,District_Kasukabehigashi,District_Kobuchi,District_Komejima,District_Komesaki,District_Kunugi,District_Mashito,District_Mashitomi,District_Masudashinden,District_Midoricho,District_Minami,District_Minaminakazone,District_Naganuma,District_Niigatafukuro,District_Nishihoshubana,District_Nishikananoi,District_Nishioyanoi,District_Nishiyagisaki,District_Oba,District_Obusuma,District_Oeda,District_Ohata,District_Onuma,District_Rokkencho,District_Sakaecho,District_Sengen,District_Shimohiruda,District_Shimoomashishinden,District_Shimoyanagi,District_Shinshukushinden,District_Suikaku,District_Susukiya,District_Takesatonakano,District_Tateno,District_Toyonocho,District_Tsukazaki,District_Uchimaki,District_Umeda,District_Umedahoncho,District_Ushijima,District_Yagisakicho,District_Yahara,District_Yaharashinden,District_Yoshihashi,District_Yutakacho,Nearest_Station_Fujinoushijima,Nearest_Station_Higashiiwatsuki,Nearest_Station_Himemiya,Nearest_Station_Ichinowari,Nearest_Station_Kasukabe,Nearest_Station_Kitakasukabe,Nearest_Station_Minamisakurai (Saitama),Nearest_Station_Sengendai,Nearest_Station_Takesato,Nearest_Station_Toyoharu,Nearest_Station_Yagisaki,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
