,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aomori Prefecture,Municipality_Mutsu City,District_Arakawacho,District_Asahicho,District_Bunkyocho,District_Chuo,District_Ebikawacho,District_Junibayashi,District_Kamikawacho,District_Kanamagari,District_Kanaya,District_Kawamoricho,District_Kogawamachi,District_Kuriyamacho,District_Matsubaracho,District_Matsumoricho,District_Matsuyamacho,District_Midoricho,District_Midorigaoka,District_Minamicho,District_Misatocho,District_Nakamachi,District_Namikawacho,District_Oaza Jogasawa,District_Oaza Nakanosawa,District_Oaza Okunai,District_Oaza Ominato,District_Oaza Sekine,District_Oaza Tanabu,District_Odairacho,District_Ohatamachi,District_Ohatamachishozugawa,District_Omagari,District_Ominatohamacho,District_Ominatokamimachi,District_Ominatoshincho,District_Sakuragicho,District_Shimmachi,District_Shimokitacho,District_Showacho,District_Tanabucho,District_Tomabucho,District_Udacho,District_Wakamatsucho,District_Yamadacho,District_Yanagimachi,District_Yokomukaimachi,Nearest_Station_Akagawa,Nearest_Station_Chikagawa,Nearest_Station_Kanayasawa,Nearest_Station_Ominato,Nearest_Station_Shimokita,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
