,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Okinawa Prefecture,Municipality_Nago City,District_Agarie,District_Aza Awa,District_Aza Biimata,District_Aza Gabusoka,District_Aza Genka,District_Aza Goga,District_Aza Henoko,District_Aza Inamine,District_Aza Isagawa,District_Aza Kayo,District_Aza Kise,District_Aza Kogachi,District_Aza Koki,District_Aza Kushi,District_Aza Kyoda,District_Aza Makiya,District_Aza Mihara,District_Aza Miyazato,District_Aza Nago,District_Aza Nakao,District_Aza Nakaoshi,District_Aza Oyakawa,District_Aza Sedake,District_Aza Sukuta,District_Aza Sumuide,District_Aza Taira,District_Aza Teima,District_Aza Toyohara,District_Aza Umusa,District_Aza Yabu,District_Aza Yaga,District_Aza Yofuke,District_Gusuku,District_Minato,District_Miyazato,District_Ohigashi,District_Okita,District_Ominami,District_Onaka,District_Onishi,District_Umusanomori,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
