,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,"Municipality_Midori Ward,Yokohama City",District_Aotocho,District_Daimuracho,District_Hakusan,District_Higashihongo,District_Ibukino,District_Kamiyama,District_Kamoi,District_Kamoicho,District_Kirigaoka,District_Kitahassakucho,District_Mihocho,District_Morinodai,District_Nagatsuta,District_Nagatsutacho,District_Nagatsutaminamidai,District_Nakayama,District_Nakayamacho,District_Niiharucho,District_Takeyama,District_Terayamacho,District_Tookaichibacho,Nearest_Station_Aobadai,Nearest_Station_Fujigaoka (Kanagawa),Nearest_Station_Kamoi,Nearest_Station_Kozukue,Nearest_Station_Minamimachida,Nearest_Station_Nagatsuta,Nearest_Station_Nakayama (Kanagawa),Nearest_Station_Nishiya,Nearest_Station_Tana,Nearest_Station_Tokaichiba (Kanagawa),Nearest_Station_Tsukushino,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LK,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
