,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kyoto Prefecture,Municipality_Nagaokakyo City,District_Baba,District_Chohoji,District_Hanayama,District_Higashikotari,District_Ichimombashi,District_Imazato,District_Kaiden,District_Kotari,District_Nagaoka,District_Okukaiinji,District_Shimokaiinji,District_Takinocho,District_Tenjin,District_Tomooka,Nearest_Station_Nagaokakyo,Nearest_Station_Nagaokatenjin,Nearest_Station_Nishimuko,Nearest_Station_Nishiyamatennozan,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_3LK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
