,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Chofu City,District_Chofugaoka,District_Fuda,District_Fujimicho,District_Higashitsutsujigaoka,District_Irimacho,District_Jindaijihigashimachi,District_Jindaijiminamimachi,District_Jindaijimotomachi,District_Kamiishiwara,District_Kikunodai,District_Kojimacho,District_Kokuryocho,District_Midorigaoka,District_Nishitsutsujigaoka,District_Sengawacho,District_Shibasaki,District_Shimoishiwara,District_Somechi,District_Tamagawa,District_Tobitakyu,District_Wakabacho,District_Yagumodai,Nearest_Station_Chofu,Nearest_Station_Fuchu (Tokyo),Nearest_Station_Fuda,Nearest_Station_Keiotamagawa,Nearest_Station_Kokuryo,Nearest_Station_Komae,Nearest_Station_Nakagawara,Nearest_Station_Nishichofu,Nearest_Station_None,Nearest_Station_Seijogakuenmae,Nearest_Station_Sengawa,Nearest_Station_Shibasaki,Nearest_Station_Tobitakyu,Nearest_Station_Tsutsujigaoka,Nearest_Station_Yanokuchi,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
