,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamaguchi Prefecture,Municipality_Kudamatsu City,District_Aoyagi,District_Ekiminami,District_Hataoka,District_Higashiyanagi,District_Hokutocho,District_Hoshigaoka,District_Ikunoya,District_Ikunoyaminami,District_Ikunoyanishi,District_Kiyosecho,District_Kotohiracho,District_Kusunokicho,District_Minamihanaoka,District_Misatocho,District_Mizuhocho,District_Momoyamacho,District_Nakaichi,District_Nishiyanagi,District_Nozomicho,District_Oaza Higashitoyoi,District_Oaza Hirata,District_Oaza Kasadoshima,District_Oaza Kiriyama,District_Oaza Kochi,District_Oaza Kurumaki,District_Oaza Nishitoyoi,District_Oaza Suetakekami,District_Oaza Suetakenaka,District_Oaza Suetakeshimo,District_Oaza Yamada,District_Sakaemachi,District_Sakuracho,District_Shionecho,District_Showacho,District_Tomitsucho,District_Towa,District_Toyo,District_Wakamiyacho,Nearest_Station_Ikunoya,Nearest_Station_Kudamatsu (Yamaguchi),Nearest_Station_Kushigahama,Nearest_Station_Okawachi,Nearest_Station_Suohanaoka,Nearest_Station_Suokubo,Nearest_Station_Tabuse,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
