,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Mie Prefecture,Municipality_Matsusaka City,District_Chuocho,District_Hommachi,District_Kaibanacho,District_Kawaimachi,District_Kubocho,District_Kyomachi,District_Maenohetacho,District_Minatomachi,District_Nakamachi,District_Nishinoshocho,District_Okurodacho,District_Shinzamachi,District_Tonomachi,District_Ureshinonakagawashimmachi,Nearest_Station_Higashimatsusaka,Nearest_Station_Isenakagawa,Nearest_Station_Matsugasaki (Mie),Nearest_Station_Matsusaka,Nearest_Station_Tokuwa,Layout_2DK,Layout_2LDK,Layout_3DK,Layout_3LDK,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
