,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukushima Prefecture,Municipality_Sukagawa City,District_Aobacho,District_Asahida,District_Asahimachi,District_Ashidatsuka,District_Atagoyama,District_Chabatakemachi,District_Chorokucho,District_Daikokucho,District_Emochi,District_Furudate,District_Hachimammachi,District_Hachiman-yama,District_Hanaoka,District_Higashimachi,District_Higashisaku,District_Hinatamachi,District_Horisokomachi,District_Ikenoshitacho,District_Ina,District_Inarimachi,District_Iwasemori,District_Jimbamachi,District_Kagenumamachi,District_Kajimachi,District_Kamikitamachi,District_Kinosaki,District_Kinosato,District_Kitamachi,District_Kitauwamachi,District_Kitayamaderamachi,District_Kobodan,District_Kosakuda,District_Koyocho,District_Kuriyasawa,District_Maekawa,District_Maetagawa,District_Marutamachi,District_Midoricho,District_Minamimachi,District_Minamiuwamachi,District_Miyanomori,District_Miyazakicho,District_Morijuku,District_Motomachi,District_Myoken,District_Nakajuku,District_Nakamachi,District_Nakanomachi,District_Namegawa,District_Namikimachi,District_Niida,District_Nishidamachi,District_Nishikawa,District_Nishikawamachi,District_Nishinouchimachi,District_Obukuromachi,District_Okambara,District_Omachi,District_Rokurobee,District_Sakaemachi,District_Sakanouemachi,District_Sennichido,District_Serizawamachi,District_Shimmachi,District_Shimojukumachi,District_Shonindan,District_Tategaoka,District_Tatetorimachi,District_Tsukada,District_Tsutsumi,District_Umamachi,District_Wada,District_Wadamichi,District_Yamaderamachi,District_Yamaderamichi,District_Yoshimine,Nearest_Station_Asakanagamori,Nearest_Station_Kagamiishi,Nearest_Station_Kawahigashi (Fukushima),Nearest_Station_Koriyama (Fukushima),Nearest_Station_Sukagawa,Nearest_Station_Yatagawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
