,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Aichi Prefecture,Municipality_Toyota City,District_Araicho,District_Asahigaoka,District_Asahimachi,District_Eiseicho,District_Ekakucho,District_Ekakushimmachi,District_Fukadacho,District_Heiwacho,District_Higashiumetsubocho,District_Hinodecho,District_Hirashibacho,District_Hirokawacho,District_Hirokutecho,District_Hoeicho,District_Homigaoka,District_Honjicho,District_Ikomacho,District_Imacho,District_Itsutsugaoka,District_Jinnakacho,District_Josuicho,District_Kakimotocho,District_Kandacho,District_Kawaicho,District_Kitamachi,District_Koromocho,District_Kotobukicho,District_Kozakacho,District_Kozakahommachi,District_Kubocho,District_Kyomachi,District_Maeyamacho,District_Maruyamacho,District_Meiwacho,District_Midorigaoka,District_Misato,District_Miyukihommachi,District_Mizuhocho,District_Nakadacho,District_Nichinancho,District_Nishimachi,District_Nishiokacho,District_Nishiyamacho,District_Nomiyamacho,District_Obayashicho,District_Ogawacho,District_Ryujincho,District_Sakaemachi,District_Sangencho,District_Seishincho,District_Shimizucho,District_Shimmeicho,District_Shimobayashicho,District_Shimoichibacho,District_Shinseicho,District_Showamachi,District_Suigencho,District_Takaharacho,District_Tanakacho,District_Tokiwacho,District_Toshincho,District_Totsukacho,District_Tsuchihashicho,District_Umetsubocho,District_Uwagoromo,District_Uwaharacho,District_Wakabayashihigashimachi,District_Wakabayashinishimachi,District_Yamanote,Nearest_Station_Aikan-umetsubo,Nearest_Station_Chiryu,Nearest_Station_Ekaku,Nearest_Station_Homi,Nearest_Station_Josui,Nearest_Station_Kamitoyota,Nearest_Station_Koshido,Nearest_Station_Mikawatoyota,Nearest_Station_Mikawayatsuhashi,Nearest_Station_Miyoshigaoka,Nearest_Station_Shin-uwagoromo,Nearest_Station_Shintoyota,Nearest_Station_Suenohara,Nearest_Station_Takemura,Nearest_Station_Toyotashi,Nearest_Station_Tsuchihashi (Aichi),Nearest_Station_Umetsubo,Nearest_Station_Uwagoromo,Nearest_Station_Wakabayashi (Aichi),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4K,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
