,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Nagano Prefecture,Municipality_Nagano City,District_Amorikoichi,District_Aokijimamachi,District_Hakoshimizu,District_Imachi,District_Inasatomachichuo,District_Kawanakajimamachi,District_Kirihara,District_Minamichitose,District_Minamitakada,District_Miwa,District_Nakagosho,District_Nishiwada,District_Oaza Higashiwada,District_Oaza Inaba,District_Oaza Kurita,District_Oaza Minaminagano,District_Oaza Miwa,District_Oaza Nagano,District_Oaza Naganonagatocho,District_Oaza Nakagosho,District_Oaza Nishinagano,District_Oaza Nishiowaribe,District_Oaza Takada,District_Oaza Tsuruga,District_Sashideminami,District_Shinonoifusetakada,District_Shinonoiombegawa,District_Uematsu,District_Wakasato,District_Yanagimachi,District_Yoshida,Nearest_Station_Amori,Nearest_Station_Gondo,Nearest_Station_Hongo (Nagano),Nearest_Station_Imai,Nearest_Station_Kawanakajima,Nearest_Station_Kirihara (Nagano),Nearest_Station_Kitanagano,Nearest_Station_Nagano (JR/Shinano),Nearest_Station_None,Nearest_Station_Shinanoyoshida,Nearest_Station_Shinonoi,Nearest_Station_Shiyakushomae (Nagano),Nearest_Station_Zenkojishita,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,Layout_5LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
