,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Toki City,District_Dachicho,District_Hidaasanofutabacho,District_Hidaasanokasagamicho,District_Hidaasanoumenokicho,District_Hidaasanoyaochicho,District_Hidacho,District_Izumicho,District_Izumigaokacho,District_Izumigomachi,District_Izumihigashigamacho,District_Izumihinodecho,District_Izumiiwabatacho,District_Izumimeijimachi,District_Izuminakagamacho,District_Izuminishigamacho,District_Izumioshimacho,District_Izumishimadacho,District_Izumishin-eicho,District_Izumiteradacho,District_Izumiumenokicho,District_Oroshicho,District_Oroshitoshidai,District_Sogicho,District_Tokigaoka,District_Tokiguchikitamachi,District_Tokiguchiminamimachi,District_Tokiguchinakamachi,District_Tokitsucho,District_Tsumagicho,District_Tsumagiheiseicho,District_Tsurusatocho,Nearest_Station_Tajimi,Nearest_Station_Tokishi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Potential Residential Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
