,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Kanagawa Prefecture,Municipality_Hiratsuka City,District_Akashicho,District_Amanuma,District_Banyuhoncho,District_Beniyacho,District_Daikancho,District_Enokicho,District_Goten,District_Hanamizudai,District_Higashinakahara,District_Higashishindo,District_Higashiyawata,District_Hiratsuka,District_Ino,District_Kamihiratsuka,District_Kurobeoka,District_Manda,District_Matoi,District_Matsukazecho,District_Minamihara,District_Mitsukecho,District_Miyamatsucho,District_Miyanomae,District_Momohamacho,District_Nagamochi,District_Nakahara,District_Nezakama,District_Nishikicho,District_Nishishindo,District_Nishiyawata,District_Ohara,District_Oimatsucho,District_Oiwake,District_Okami,District_Okazaki,District_Ryujogaoka,District_Sengencho,District_Sengokugashi,District_Shinomiya,District_Sodegahama,District_Sumiredaira,District_Suwacho,District_Takahamadai,District_Takamura,District_Takane,District_Takaracho,District_Tamura,District_Tatsunocho,District_Togahara,District_Toyoharacho,District_Yachiyocho,District_Yaezakicho,District_Yamashita,District_Yuuhigaoka,Nearest_Station_Hiratsuka,Nearest_Station_Hon-atsugi,Nearest_Station_Isehara,Nearest_Station_Ninomiya,Nearest_Station_Oiso,Nearest_Station_Samukawa,Nearest_Station_Tsujido,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_4DK,Layout_4L+K,Layout_4LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
