,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamaguchi Prefecture,Municipality_San-yoonoda City,District_Akasaki,District_Aobadai,District_Asa,District_Cement-machi,District_Chiyomachi,District_Chuo,District_Daigakudoori,District_Haze,District_Heiseicho,District_Hinode,District_Ishiide,District_Kakinokizaka,District_Kanomatsu,District_Kitaryuocho,District_Koei,District_Kushiyama,District_Kyowadai,District_Midorigaoka,District_Minamiryuocho,District_Minatomachi,District_Nakagawa,District_Oaza Ariho,District_Oaza Habu,District_Oaza Higashitakatomari,District_Oaza Kamonosho,District_Oaza Koori,District_Oaza Marugochi,District_Oaza Nishitakatomari,District_Oaza Onoda,District_Oaza Tsubuta,District_Oaza Yamagawa,District_Oaza Yamanoi,District_Sakaemachi,District_Sakura,District_Shin-arihocho,District_Shinsei,District_Sue,District_Sumiyoshihommachi,District_Taikyudanchi,District_Takachiho,Nearest_Station_Asa,Nearest_Station_Habu,Nearest_Station_Hamagochi,Nearest_Station_Kusae,Nearest_Station_Mede,Nearest_Station_Minaminakagawa,Nearest_Station_Minamionoda,Nearest_Station_Nagatomotoyama,Nearest_Station_None,Nearest_Station_Onoda,Nearest_Station_Onodako,Nearest_Station_Suzumeda,Nearest_Station_Ube,Nearest_Station_Yunoto,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
