,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamagata Prefecture,Municipality_Kaminoyama City,District_Asahidai,District_Asahimachi,District_Benten,District_Futsukamachi,District_Hayama,District_Higashimachi,District_Ishizaki,District_Kanakame,District_Kanaoi,District_Kanaoihigashi,District_Kanaoinishi,District_Kanaya,District_Kawasaki,District_Kitamachi,District_Kitamachihoncho,District_Koya,District_Matsuyama,District_Miharashinoka,District_Minamimachi,District_Misakicho,District_Nagano,District_Nagashimizu,District_Oidocho,District_Oishi,District_Sakaemachi,District_Sambommatsu,District_Sawacho,District_Sekine,District_Sengoku,District_Shimmachi,District_Takamatsu,District_Togo,District_Tookamachi,District_Tsuruhagicho,District_Yarai,District_Yokamachi,District_Yotsuya,District_Yumachi,Nearest_Station_Kaminoyamaonsen,Nearest_Station_Mokichikinenkanmae,Nearest_Station_Uzennakayama,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
