,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Ibaraki Prefecture,Municipality_Shimotsuma City,District_Akasu,District_Beppu,District_Daiho,District_E,District_Fukuda,District_Fukurohata,District_Goka,District_Han-ya,District_Hanego,District_Hara,District_Hijiya,District_Hike,District_Hiranuma,District_Honjukucho,District_Honsodo,District_Horigome,District_Imaizumi,District_Ishinomiya,District_Kamaniwa,District_Karasaki,District_Kayo,District_Kinu,District_Kitadaiho,District_Kurokoma,District_Maegawara,District_Minaba,District_Minamihara,District_Motoshirocho,District_Muraoka,District_Nagatsuka,District_Nakaizashi,District_Nihongi,District_Niibori,District_Ojima,District_Oki,District_Okushi,District_Onokocho,District_Sanumashinden,District_Shimokido,District_Shimotsuma,District_Sodo,District_Takasai,District_Tamachi,District_Wakayanagi,District_Yamajiri,Nearest_Station_Daiho,Nearest_Station_Kurogo,Nearest_Station_Shimotsuma,Nearest_Station_Sodo,Nearest_Station_Tobanoe,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
