,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Hiroshima Prefecture,"Municipality_Nishi Ward,Hiroshima City",District_Furuehigashimachi,District_Furuenishimachi,District_Furueue,District_Higashikanonmachi,District_Inokuchi,District_Inokuchidai,District_Inokuchimyojin,District_Kanonhommachi,District_Kanonmachi,District_Kanonshimmachi,District_Kogokita,District_Kogominami,District_Kogonaka,District_Koihommachi,District_Koinishimachi,District_Koiue,District_Kusatsuhigashi,District_Kusatsuhommachi,District_Kusatsuminami,District_Kusatsushimmachi,District_Kusatsuumegadai,District_Kusunokicho,District_Minamikanon,District_Minamikanonmachi,District_Misasamachi,District_Mitakihommachi,District_Mitakimachi,District_Nakahiromachi,District_Nishikanonmachi,District_Ogawachimachi,District_Oshiba,District_Ryuocho,District_Shinjocho,District_Suzugaminecho,District_Takasu,District_Takata,District_Temmacho,District_Uchikoshicho,District_Yokogawacho,District_Yokogawashimmachi,Nearest_Station_Furue,Nearest_Station_Higashitakasu,Nearest_Station_Hiroshima,Nearest_Station_Kan-onmachi (Hiroshima),Nearest_Station_Kusatsu (Hiroshima),Nearest_Station_Kusatsuminami,Nearest_Station_Mitaki,Nearest_Station_Nishihiroshima,Nearest_Station_Shin-inokuchi,Nearest_Station_Tenmacho,Nearest_Station_Yokogawa (Hiroshima),Layout_1DK,Layout_1K,Layout_1LDK,Layout_1R,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LDK+S,Layout_4LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
