,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tochigi Prefecture,Municipality_Sano City,District_Abuzukacho,District_Aioicho,District_Aisawacho,District_Akamicho,District_Akasakacho,District_Asahicho,District_Asanumacho,District_Daicho,District_Daishukucho,District_Fujicho,District_Fujimicho,District_Funatsugawacho,District_Hachinokicho,District_Horigomecho,District_Ibouchicho,District_Igacho,District_Iitacho,District_Inubushikamicho,District_Inubushinakacho,District_Inubushishimmachi,District_Inubushishimocho,District_Iseyamacho,District_Ishizukacho,District_Izuruharacho,District_Jichucho,District_Kameicho,District_Kamidaicho,District_Kanafukicho,District_Kanaikamicho,District_Kanayanakacho,District_Kitamorocho,District_Koenacho,District_Konakacho,District_Kubocho,District_Kurohakamacho,District_Kuzuuhigashi,District_Kuzuunishi,District_Makadocho,District_Mendoricho,District_Miyashitacho,District_Moroyamacho,District_Murakamicho,District_Nakacho,District_Namikicho,District_Narabuchicho,District_Nishiuracho,District_Ohashicho,District_Omicho,District_Sekigawacho,District_Shichikencho,District_Shimohanedacho,District_Shimohikomacho,District_Shin-yoshimizucho,District_Tadacho,District_Tajimacho,District_Takahagicho,District_Takahashicho,District_Takasagocho,District_Tanumacho,District_Tenjincho,District_Terakubocho,District_Tochimotocho,District_Tomiokacho,District_Tomurocho,District_Tsuijicho,District_Uekamicho,District_Uenocho,District_Ueshimocho,District_Wakamatsucho,District_Wakamiyakamicho,District_Wakamiyashimocho,District_Yamakoshicho,District_Yoneyamaminamicho,District_Yorozucho,District_Yoshimizucho,District_Yoshimizuekimae,Nearest_Station_Horigome,Nearest_Station_Kuzuu,Nearest_Station_Sano,Nearest_Station_Sanoshi,Nearest_Station_Tada (Tochigi),Nearest_Station_Tajima,Nearest_Station_Tanuma,Nearest_Station_Tomita (Tochigi),Nearest_Station_Yoshimizu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
