,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kagoshima Prefecture,Municipality_Amami City,District_Naze Oaza Asani,District_Naze Oaza Daikuma,District_Naze Oaza Koshuku,District_Naze Oaza Nakagachi,District_Naze Oaza Uragami,District_Nazeariyacho,District_Nazeasahicho,District_Nazeasanicho,District_Nazeasanishimmachi,District_Nazedaikumacho,District_Nazehamazatocho,District_Nazehatobamacho,District_Nazehiramatsucho,District_Nazehiratacho,District_Nazeinecho,District_Nazeirifunecho,District_Nazeitsubucho,District_Nazekaneku,District_Nazekanekucho,District_Nazekasugacho,District_Nazekohamacho,District_Nazekomatacho,District_Nazemanazucho,District_Nazeminatomachi,District_Nazenagahamacho,District_Nazenagatacho,District_Nazenakagachicho,District_Nazesadaikumacho,District_Nazesaiwaicho,District_Nazeshiohamacho,District_Nazesuehirocho,District_Nazeuragamicho,District_Nazewakocho,District_Nazeyanagimachi,District_Nazeyanowakicho,Nearest_Station_None,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
