,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tochigi Prefecture,Municipality_Otawara City,District_Arai,District_Asaka,District_Chikasono,District_Chuo,District_Fujimi,District_Fukuwara,District_Honcho,District_Ichinosawa,District_Imaizumi,District_Kabata,District_Kajiya,District_Kamiishigami,District_Kamiokusawa,District_Kitakanemaru,District_Kodaki,District_Kurahone,District_Kurobanemukomachi,District_Midori,District_Mihara,District_Minamikanemaru,District_Motomachi,District_Murasakizuka,District_Nakadawara,District_Nerinuki,District_Nozaki,District_Ogami,District_Oginome,District_Oka,District_Otorezawa,District_Sabui,District_Sakuyama,District_Shimoishigami,District_Shintomicho,District_Shiroyama,District_Suehiro,District_Sumiyoshicho,District_Tomiike,District_Udakawa,District_Usuba,District_Wakakusa,District_Wakamatsucho,District_Yamanote,Nearest_Station_Kataoka,Nearest_Station_Kuroiso,Nearest_Station_Nasushiobara,Nearest_Station_Nishinasuno,Nearest_Station_None,Nearest_Station_Nozaki (Tochigi),Nearest_Station_Yaita,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
