,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kumamoto Prefecture,"Municipality_Nishi Ward,Kumamoto City",District_Demachi,District_Hanazono,District_Hiedamachi,District_Ikeda,District_Ikegamemachi,District_Ikenouemachi,District_Jozan-odomo,District_Jozan-yakushi,District_Jozanhanda,District_Jozanshimodai,District_Kamidai,District_Kamikumamoto,District_Kamitakahashi,District_Kasuga,District_Kawachimachikawachi,District_Matsuo,District_Matsuomachichikozu,District_Matsuomachkamimatsuo,District_Nakaharamachi,District_Nakashimamachi,District_Nihongi,District_Nonaka,District_Okishimmachi,District_Oshima,District_Oshimakamimachi,District_Oshimashimomachi,District_Rendaiji,District_Shimasaki,District_Shintogawara,District_Takahashimachi,District_Taniozakimachi,District_Tasaki,District_Tasakihommachi,District_Tosakamachi,District_Tsunoramachi,District_Yashima,District_Yokote,Nearest_Station_Heisei,Nearest_Station_Ikeda (Kumamoto),Nearest_Station_Kamikumamoto,Nearest_Station_Kankanzaka,Nearest_Station_Kumamoto,Nearest_Station_None,Nearest_Station_Sojodaigakumae,Nearest_Station_Uchigoshi,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
