,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,Municipality_Ebetsu City,District_4jo,District_Akebonocho,District_Asahicho,District_Asahigaoka,District_Bunkyodai,District_Bunkyodaihigashimachi,District_Bunkyodaiminamimachi,District_Chuocho,District_Higashinopporo,District_Higashinopporocho,District_Higashinopporohoncho,District_Ichibancho,District_Izumino,District_Kamiebetsu,District_Kamiebetsuhigashimachi,District_Kamiebetsuminamimachi,District_Kamiebetsunishimachi,District_Koeicho,District_Makibacho,District_Midorigaoka,District_Midorimachihigashi,District_Midorimachinishi,District_Mihara,District_Miharashidai,District_Moeginochuo,District_Moeginohigashi,District_Moeginonishi,District_Motoebetsu,District_Motoebetsuhoncho,District_Motomachi,District_Motonopporo,District_Mukogaoka,District_Nakajima,District_Nishikicho,District_Nopporocho,District_Nopporohigashimachi,District_Nopporokotobukicho,District_Nopporomatsunamicho,District_Nopporomiyukicho,District_Nopporosuehirocho,District_Nopporosumiyoshicho,District_Nopporotondencho,District_Nopporowakabacho,District_Nopporoyoyogicho,District_Oasaharumicho,District_Oasahigashimachi,District_Oasahikarimachi,District_Oasaizumicho,District_Oasakitamachi,District_Oasamiyamachi,District_Oasamotomachi,District_Oasanakamachi,District_Oasanishimachi,District_Oasaogimachi,District_Oasasakaemachi,District_Oasasakuragicho,District_Oasasawamachi,District_Oasashimmachi,District_Oasasonomachi,District_Oasatakamachi,District_Saiwaicho,District_Shinedai,District_Shinotsu,District_Takasagocho,District_Tokocho,District_Toyohoro,District_Toyohorohamingucho,District_Toyohorohanazonocho,District_Toyohoromisakicho,District_Tsuishikari,District_Wakakusacho,District_Yayoicho,District_Yumeminohigashimachi,District_Yumeminominamimachi,Nearest_Station_Ebetsu,Nearest_Station_None,Nearest_Station_Nopporo,Nearest_Station_Oasa,Nearest_Station_Sapporo (JR),Nearest_Station_Shinrinkoen (Hokkaido),Nearest_Station_Takasago (Hokkaido),Nearest_Station_Toyohoro,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Exclusively Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
