,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Yamagata Prefecture,Municipality_Sagae City,District_(No Address),District_Chuo,District_Funabashimachi,District_Higashishinzammachi,District_Honami,District_Honcho,District_Konumacho,District_Koshiizakacho,District_Marunouchi,District_Midoricho,District_Minamimachi,District_Mizuki,District_Motodate,District_Motomachi,District_Nakayachi,District_Nanokamachi,District_Nishine,District_Nishinekitamachi,District_Oaza Nakago,District_Oaza Nishine,District_Oaza Nitta,District_Oaza Sagae,District_Oaza Shibahashi,District_Oaza Shima,District_Oaza Shiraiwa,District_Oaza Takaya,District_Oaza Yakuwa,District_Oaza Yonaza,District_Otomomae,District_Rokkumachi,District_Sachitamachi,District_Sakaecho,District_Shinzammachi,District_Shinzan,District_Suehirocho,District_Takada,District_Uchinofukuro,District_Wakabacho,District_Yamagishicho,District_Yawatamachi,Nearest_Station_Aterazawa,Nearest_Station_Minamisagae,Nearest_Station_Nishisagae,Nearest_Station_Sagae,Nearest_Station_Shibahashi,Nearest_Station_Uzentakamatsu,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
