,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Gifu Prefecture,Municipality_Hida City,District_Furukawachoasabirakimachi,District_Furukawachohommachi,District_Furukawachoichinomachi,District_Furukawachokamikita,District_Furukawachokamino,District_Furukawachokammachi,District_Furukawachokanamoricho,District_Furukawachokataharacho,District_Furukawachokifunecho,District_Furukawachokoeicho,District_Furukawachokoreshige,District_Furukawachomasushimacho,District_Furukawachomiyagicho,District_Furukawachomukaimachi,District_Furukawachonakano,District_Furukawachoninomachi,District_Furukawachonumamachi,District_Furukawachosakae,District_Furukawachosannomachi,District_Furukawachoshimokita,District_Furukawachosuehirocho,District_Furukawachosugisaki,District_Furukawachotonomachi,District_Furukawachowakamiya,District_Kamiokachoasora,District_Kamiokachoazumo,District_Kamiokachoemacho,District_Kamiokachofunatsu,District_Kamiokachohigashimachi,District_Kamiokachomidorigaoka,District_Kamiokachosakatomicho,District_Kamiokachoshirogaoka,District_Kamiokachotatenocho,District_Kamiokachoterabayashi,District_Kamiokachotono,Nearest_Station_Hidafurukawa,Nearest_Station_None,Nearest_Station_Sugisaki,Nearest_Station_Takayama,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
