,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Hokkaido,Municipality_Abashiri City,District_Aza Masuura,District_Aza Shiomi,District_Aza Tentozan,District_Aza Yobito,District_Daimachi,District_Katsuramachi,District_Kita10jonishi,District_Kita2johigashi,District_Kita3jonishi,District_Kita4johigashi,District_Kita5johigashi,District_Kita7jonishi,District_Kita8johigashi,District_Kita8jonishi,District_Kita9johigashi,District_Kita9jonishi,District_Komabakita,District_Komabaminami,District_Koyogaoka,District_Masuura,District_Midorimachi,District_Minami10jonishi,District_Minami11jonishi,District_Minami12jonishi,District_Minami13jonishi,District_Minami1johigashi,District_Minami2jonishi,District_Minami4johigashi,District_Minami5jonishi,District_Minami6johigashi,District_Minami6jonishi,District_Minami7johigashi,District_Minami7jonishi,District_Minami8johigashi,District_Minami8jonishi,District_Nishikimachi,District_Omagari,District_Shimmachi,District_Shiomi,District_Tsukushigaoka,Nearest_Station_Abashiri,Nearest_Station_None,Nearest_Station_Yobito,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
