,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Yoshikawa City,District_Doniwa,District_Hiranuma,District_Ho,District_Kamisasazuka,District_Kiuri,District_Kiyomino,District_Minami,District_Nakai,District_Nakano,District_Nakasone,District_Oaza Dojo,District_Oaza Doniwa,District_Oaza Fukaishinden,District_Oaza Hachikoshinden,District_Oaza Hanwari,District_Oaza Hirakatashinden,District_Oaza Hiranuma,District_Oaza Ho,District_Oaza Iijima,District_Oaza Kamiuchikawa,District_Oaza Kato,District_Oaza Kawadomi,District_Oaza Kawafuji,District_Oaza Kawano,District_Oaza Kiurishinden,District_Oaza Komatsugawa,District_Oaza Minamihiroshima,District_Oaza Miwanoe,District_Oaza Nabekoji,District_Oaza Nakasone,District_Oaza Seki,District_Oaza Sekishinden,District_Oaza Shimouchikawa,District_Oaza Suka,District_Oaza Takadomi,District_Oaza Takahisa,District_Oaza Tomishinden,District_Oaza Yoshikawa,District_Sakaecho,District_Sekishinden,District_Shin-ei,District_Takadomi,District_Takahisa,District_Yoshikawa,District_Yoshiya,Nearest_Station_Minamikoshigaya,Nearest_Station_Shinmisato,Nearest_Station_Yashio,Nearest_Station_Yoshikawa,Nearest_Station_Yoshikawa-Minami,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
