,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Saitama Prefecture,Municipality_Tokorozawa City,District_Aobadai,District_Higashicho,District_Higashisayamagaoka,District_Higashitokorozawa,District_Higashitokorozawawada,District_Hiyoshicho,District_Hoshinomiya,District_Izumicho,District_Kamiarai,District_Kanayamacho,District_Keyakidai,District_Kitaharacho,District_Kitamachi,District_Kitatokorozawacho,District_Kitayuurakucho,District_Kotesashicho,District_Kotesashidai,District_Kotesashiminami,District_Kotesashimotomachi,District_Kotobukicho,District_Koyocho,District_Kusunokidai,District_Matsubacho,District_Midoricho,District_Miharacho,District_Minamisumiyoshi,District_Miyamotocho,District_Miyukicho,District_Motomachi,District_Nakaarai,District_Nakatomiminami,District_Namiki,District_Nishitokorozawa,District_Oaza Hongo,District_Oaza Kamegane,District_Oaza Kamiyamaguchi,District_Oaza Kamiyasumatsu,District_Oaza Kitaakitsu,District_Oaza Kume,District_Oaza Matsugo,District_Oaza Minaminagai,District_Oaza Shimoyasumatsu,District_Oaza Ushinuma,District_Oaza Yamaguchi,District_Sayamagaoka,District_Tokorozawashimmachi,District_Wakamatsucho,District_Wakasa,District_Yayoicho,District_Yuurakucho,Nearest_Station_Akitsu,Nearest_Station_Higashitokorozawa,Nearest_Station_Inariyamakoen,Nearest_Station_Kokukoen,Nearest_Station_Kotesashi,Nearest_Station_Nishitokorozawa,Nearest_Station_Sayamagaoka,Nearest_Station_Sayamashi,Nearest_Station_Seibukyujomae,Nearest_Station_Seibuyuenchi,Nearest_Station_Shimoyamaguchi,Nearest_Station_Shin-akitsu,Nearest_Station_Shinsayama,Nearest_Station_Shintokorozawa,Nearest_Station_Tokorozawa,Nearest_Station_Yuenchinishi,Layout_1DK,Layout_1K,Layout_1LDK,Layout_1LDK+S,Layout_1R,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3DK+S,Layout_3K,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
