,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Osaka Prefecture,"Municipality_Ikuno Ward,Osaka City",District_Hayashiji,District_Ikunohigashi,District_Ikunonishi,District_Katsuyamakita,District_Katsuyamaminami,District_Momodani,District_Nakagawa,District_Nakagawahigashi,District_Nakagawanishi,District_Shariji,District_Shin-imazato,District_Shoji,District_Shojihigashi,District_Tajima,District_Tatsumihigashi,District_Tatsumikita,District_Tatsumiminami,District_Tatsuminaka,District_Tatsuminishi,District_Tsuruhashi,Nearest_Station_Fuse,Nearest_Station_Hirano (JR),Nearest_Station_Imazato (Kintetsu),Nearest_Station_Imazato (Osaka Metro),Nearest_Station_Kitatatsumi,Nearest_Station_Minamitatsumi,Nearest_Station_Momodani,Nearest_Station_None,Nearest_Station_Shoji (Osaka Metro),Nearest_Station_Teradacho,Nearest_Station_Tobushijomae,Nearest_Station_Tsuruhashi,City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings between related objects,"Transactional factors_Dealings between related objects,Dealings including private road",Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Industrial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
