,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Yamaguchi Prefecture,Municipality_Shunan City,District_Chikkocho,District_Chiyodacho,District_Chuocho,District_Furukawacho,District_Hayatamacho,District_Higashiyamacho,District_Iijimacho,District_Irifunecho,District_Kawabatacho,District_Kawahigashicho,District_Kawate,District_Keimancho,District_Kisandoori,District_Kojimachi,District_Madokoro,District_Matsuhocho,District_Minamiurayamacho,District_Miyakomachi,District_Moricho,District_Oaza Tokuyama,District_Okegawacho,District_Ouchicho,District_Sakurababadoori,District_Sakuragi,District_Sambancho,District_Satsukicho,District_Shimizu,District_Showadoori,District_Shuyo,District_Sumizakicho,District_Toishi,District_Tsujimachi,District_Tsukiokacho,District_Umezonocho,District_Wakakusacho,District_Yayoicho,Nearest_Station_Hofu,Nearest_Station_Kushigahama,Nearest_Station_Shinnan-yo,Nearest_Station_Tokuyama,Layout_1DK,Layout_1K,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_4DK,Layout_4LDK,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
