,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Tottori Prefecture,Municipality_Sakaiminato City,District_Agarimichicho,District_Aioicho,District_Asahimachi,District_Babasakicho,District_Eimachi,District_Fukusadacho,District_Hamanocho,District_Hanamachi,District_Hasuikecho,District_Higashihommachi,District_Hinodecho,District_Kojincho,District_Koshinozucho,District_Kyomachi,District_Matsugaecho,District_Minatomachi,District_Misakicho,District_Moriokacho,District_Motomachi,District_Mugikakicho,District_Nakamachi,District_Nakanocho,District_Niiyacho,District_Nyusencho,District_Sainokicho,District_Sangen-yacho,District_Seidocho,District_Shibacho,District_Shimizucho,District_Taishomachi,District_Takenouchicho,District_Tonoecho,District_Wataricho,District_Yayoimachi,District_Yonekawacho,District_Yuuhigaoka,Nearest_Station_Agarimichi (Tottori),Nearest_Station_Amariko,Nearest_Station_Babasakicho,Nearest_Station_Nakahama,Nearest_Station_Sakaiminato,Nearest_Station_Takamatsucho,Nearest_Station_Yonagokuko (JR),City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
