,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Akita Prefecture,Municipality_Oga City,District_Funagawaminatofunagawa,District_Funagawaminatohizume,District_Funagawaminatokanegawa,District_Funagawaminatomasugawa,District_Funagawaminatominamihirasawa,District_Funagawaminatosugoroku,District_Funagawaminatotsubaki,District_Funakoshi,District_Iriaichuishi,District_Iriaikamiya,District_Kitaurakitaura,District_Kitaurayumoto,District_Oganakahamamaguchi,District_Togahamashioya,District_Togakamoaosa,District_Togashiohama,District_Unoki,District_Wakimototaruzawa,District_Wakimototominaga,District_Wakimotourada,District_Wakimotowakimoto,Nearest_Station_Funakoshi,Nearest_Station_Hadachi,Nearest_Station_Oga,Nearest_Station_Wakimoto,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Outside City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
