,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Saitama Prefecture,Municipality_Fujimi City,District_Enokimachi,District_Fujiminohigashi,District_Fujiminonishi,District_Hanesawa,District_Harigaya,District_Higashimizuhodai,District_Kaizuka,District_Kamisawa,District_Mizutani,District_Mizutanihigashi,District_Nishimizuhodai,District_Oaza Higashiokubo,District_Oaza Kaminambata,District_Oaza Katsuse,District_Oaza Mizuko,District_Oaza Nambatashinden,District_Oaza Shimonambata,District_Oaza Tsuruma,District_Sekizawa,District_Suwa,District_Tsuruma,District_Tsurusehigashi,District_Tsurusenishi,District_Watado,District_Yamamuro,Nearest_Station_Fujimino,Nearest_Station_Kamifukuoka,Nearest_Station_Minamifuruya,Nearest_Station_Mizuhodai,Nearest_Station_Shiki,Nearest_Station_Tsuruse,Nearest_Station_Yanasegawa,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,"Transactional factors_Dealings of adjacent land,Dealings including private road",Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
