,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,"Municipality_Yahatahigashi Ward,Kitakyushu City",District_Arate,District_Aroda,District_Chayamachi,District_Chuo,District_Edamitsu,District_Edamitsuhommachi,District_Fujimimachi,District_Giombaramachi,District_Gion,District_Hachiojimachi,District_Hagoromomachi,District_Harunomachi,District_Higashidairamachi,District_Higashimaruyamamachi,District_Higashitetsumachi,District_Higashiyama,District_Hinode,District_Hobashira,District_Inokuramachi,District_Ishitsubomachi,District_Iwaimachi,District_Kamihommachi,District_Katsuyama,District_Kawabuchimachi,District_Kawachi,District_Keishomachi,District_Kiyota,District_Maeda,District_Matsuomachi,District_Miyanomachi,District_Miyatamachi,District_Momozono,District_Nakahata,District_Nakao,District_Nishidairamachi,District_Nishihommachi,District_Nishimaruyamamachi,District_Ogura,District_Ohiramachi,District_Okura,District_Omiyamachi,District_Sanji,District_Sanjimatsuomachi,District_Sanno,District_Shirakawamachi,District_Showa,District_Suehiromachi,District_Suwa,District_Takami,District_Takeshitamachi,District_Tenjimmachi,District_Tsukida,District_Yutakamachi,Nearest_Station_Edamitsu,Nearest_Station_Minamikokura,Nearest_Station_Space World,Nearest_Station_Tobata,Nearest_Station_Yahata (Fukuoka),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings including valueless house,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
