,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Nagano Prefecture,Municipality_Matsumoto City,District_Agata,District_Arigasakidai,District_Chuo,District_Fukashi,District_Futaba,District_Hata,District_Hiratanishi,District_Honjo,District_Idegawamachi,District_Igawajo,District_Ishishiba,District_Josei,District_Kiri,District_Kitafukashi,District_Metoba,District_Minamimatsumoto,District_Miyata,District_Motomachi,District_Nagisa,District_Namiyanagi,District_Nomizomokko,District_Oaza Shimadachi,District_Oaza Shimauchi,District_Ote,District_Sawamura,District_Shimizu,District_Shonai,District_Takamiyahigashi,District_Takamiyakita,District_Tsukama,District_Uzuhashi,District_Yokota,Nearest_Station_Hirata (Nagano),Nearest_Station_Kitamatsumoto,Nearest_Station_Matsumoto,Nearest_Station_Minamimatsumoto,Nearest_Station_Moriguchi,Nearest_Station_Nagisa (Nagano),Nearest_Station_Nishimatsumoto,Nearest_Station_None,Nearest_Station_Shimauchi,Nearest_Station_Shinanoarai,Layout_1DK,Layout_1LDK,Layout_2DK,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LDK,Layout_3LK,Layout_4DK,Layout_4LDK,Layout_5LDK,Layout_Open Floor,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
