,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Tokyo,Municipality_Minato Ward,District_Akasaka,District_Azabudai,District_Azabujuban,District_Azabumamianacho,District_Azabunagasakacho,District_Daiba,District_Hamamatsucho,District_Higashiazabu,District_Higashishimbashi,District_Kaigan,District_Kitaaoyama,District_Konan,District_Minamiaoyama,District_Minamiazabu,District_Mita,District_Motoakasaka,District_Motoazabu,District_Nishiazabu,District_Nishishimbashi,District_Roppongi,District_Shiba,District_Shibadaimon,District_Shibakoen,District_Shibaura,District_Shimbashi,District_Shirokane,District_Shirokanedai,District_Takanawa,District_Toranomon,Nearest_Station_Akabane,Nearest_Station_Akabanebashi,Nearest_Station_Akasaka (Tokyo),Nearest_Station_Akasakamitsuke,Nearest_Station_Aoyama 1-chome,Nearest_Station_Azabujuban,Nearest_Station_Daimon (Tokyo),Nearest_Station_Gaienmae,Nearest_Station_Gotanda,Nearest_Station_Hamamatsucho,Nearest_Station_Hibiya,Nearest_Station_Hinode,Nearest_Station_Hiroo,Nearest_Station_Kamiyacho,Nearest_Station_Kitashinagawa,Nearest_Station_Meguro,Nearest_Station_Mita (Tokyo),Nearest_Station_Nagatacho,Nearest_Station_Nogizaka,Nearest_Station_Odaibakaihinkoen,Nearest_Station_Omotesando,Nearest_Station_Onarimon,Nearest_Station_Roppongi,Nearest_Station_Roppongi 1-chome,Nearest_Station_Sengakuji,Nearest_Station_Shibakoen,Nearest_Station_Shibaurafuto,Nearest_Station_Shibuya,Nearest_Station_Shinagawa,Nearest_Station_Shinbashi,Nearest_Station_Shiodome,Nearest_Station_Shirokanedai,Nearest_Station_Shirokanetakanawa,Nearest_Station_Takanawadai,Nearest_Station_Takeshiba,Nearest_Station_Tamachi (Tokyo),Nearest_Station_Tameikesanno,Nearest_Station_Tennozu Isle,Nearest_Station_Toranomon,Nearest_Station_Uchisaiwaicho,Layout_1DK,Layout_1DK+S,Layout_1K,Layout_1K+S,Layout_1L,Layout_1LDK,Layout_1LDK+S,Layout_1LK,Layout_1R,Layout_1R+S,Layout_2DK,Layout_2DK+S,Layout_2K,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LDK+K,Layout_3LDK+S,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_Duplex,Layout_Open Floor,Layout_Studio Apartment,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
