,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Wakayama Prefecture,Municipality_Iwade City,District_Aidani,District_Akagaito,District_Amagatsuji,District_Anjo,District_Bizen,District_Funato,District_Habu,District_Hara,District_Hatake,District_Higashisakamoto,District_Horiguchi,District_Ibaramoto,District_Imanaka,District_Kanaike,District_Kanaya,District_Kawashiri,District_Kisendai,District_Kitaoike,District_Minamioike,District_Miya,District_Mizokawa,District_Mizusu,District_Mori,District_Nakabusa,District_Nakajima,District_Nakakuro,District_Negoro,District_Nishianjo,District_Nishikokubu,District_Nishino,District_Nojono,District_Okada,District_Omachi,District_Sakuradai,District_Shimizu,District_Shindenhiroshiba,District_Soya,District_Takase,District_Takatsuka,District_Yama,District_Yamada,District_Yamasaki,District_Yoshida,District_Yukubo,Nearest_Station_Funato,Nearest_Station_Iwade,Nearest_Station_Kii,Nearest_Station_Shimoisaka,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,"Transactional factors_Dealings in which auction or arbiter participates,Dealings including private road",Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
