,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Mie Prefecture,Municipality_Inabe City,District_Daianchochuogaoka,District_Daianchohiratsuka,District_Daianchoishigurehigashi,District_Daianchoishigurekita,District_Daianchoishigureminami,District_Daianchoishigureshimo,District_Daianchominamikanai,District_Daianchomonzen,District_Daianchonyugawahisaka,District_Daianchonyugawakami,District_Daianchonyugawanaka,District_Daianchooida,District_Daianchotakayanagi,District_Daianchouga,District_Daianchoumedo,District_Hokuseichoageki,District_Hokuseichobetsumyo,District_Hokuseichofumotomura,District_Hokuseichohigashimura,District_Hokuseichokaito,District_Hokuseichokitanakatsuhara,District_Hokuseichonakayama,District_Hokuseichooda,District_Hokuseichootsujishinden,District_Hokuseichoshimmachi,District_Hokuseichosonohara,District_Inabechobandoshinden,District_Inabechohatashinden,District_Inabechohigashiisshiki,District_Inabechoishibotoke,District_Inabechokamikasada,District_Inabechokasadashinden,District_Inabechokitakanai,District_Inabechomatsunoki,District_Inabechomisono,District_Inabechooizumishinden,District_Inabechookachoda,District_Inabechosohara,Nearest_Station_Ageki,Nearest_Station_Daian,Nearest_Station_Isehatta,Nearest_Station_Misato,Nearest_Station_Nyugawa,Nearest_Station_Oda,Nearest_Station_Oizumi (Mie),Nearest_Station_Sohara,Nearest_Station_Umedoi,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including special circumstances,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
