,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Miyagi Prefecture,"Municipality_Izumi Ward,Sendai City",District_Akaishiminami,District_Asahigaokatsutsumi,District_Chomeigaoka,District_Chomeigaokahigashi,District_Eiwadai,District_Higashikuromatsu,District_Hondacho,District_Hosakacho,District_Ichinazaka,District_Izumichuo,District_Izumigaoka,District_Kamiyagari,District_Kamo,District_Katsura,District_Kitanakayama,District_Kitatakamori,District_Koyodai,District_Kuromatsu,District_Matsumori,District_Minaminakayama,District_Mizuhodai,District_Murasakiyama,District_Nanakita,District_Nankodai,District_Nankodaihigashi,District_Nankodaiminami,District_Nijinooka,District_Nomura,District_Ogaku,District_Osawa,District_Sanezawa,District_Shogen,District_Shogentono,District_Shoryo,District_Sumiyoshidaihigashi,District_Sumiyoshidainishi,District_Takadamacho,District_Takamori,District_Tenjinzawa,District_Teraoka,District_Tsurugaoka,District_Yakata,District_Yamanotera,District_Yaotome,District_Yaotomechuo,District_Yuuaicho,Nearest_Station_Asahigaoka (Miyagi),Nearest_Station_Dainohara,Nearest_Station_Higashisendai,Nearest_Station_Izumichuo,Nearest_Station_Kitayama (Miyagi),Nearest_Station_Kunimi (Miyagi),Nearest_Station_Kuromatsu (Miyagi),Nearest_Station_None,Nearest_Station_Rikuzen-ochiai,Nearest_Station_Tohokufukushidaimae,Nearest_Station_Yaotome,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
