,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Osaka Prefecture,"Municipality_Suminoe Ward,Osaka City",District_Anryu,District_Hamaguchihigashi,District_Hamaguchinishi,District_Higashikagaya,District_Hirabayashiminami,District_Kitajima,District_Kitakagaya,District_Kohama,District_Kohamanishi,District_Midorigi,District_Minamikagaya,District_Misaki,District_Nakakagaya,District_Nankohigashi,District_Nankokita,District_Nankonaka,District_Nishikagaya,District_Nishisuminoe,District_Shinkitajima,Nearest_Station_Cosmo Square,Nearest_Station_Hirabayashi (Osaka),Nearest_Station_Kireuriwari,Nearest_Station_Kitakagaya,Nearest_Station_Kohama,Nearest_Station_Nakafuto,Nearest_Station_Nankoguchi,Nearest_Station_None,Nearest_Station_Port Town Higashi,Nearest_Station_Port Town Nishi,Nearest_Station_Suminoekoen,Nearest_Station_Suminoie,Nearest_Station_Sumiyoshitaisha,Nearest_Station_Tamade,Nearest_Station_Trade Center Mae,Layout_1DK,Layout_1LDK,Layout_2DK,Layout_2K,Layout_2LD+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3LD+S,Layout_3LDK,Layout_3LDK+S,Layout_4DK,Layout_4DK+S,Layout_4LDK,Layout_4LDK+S,Layout_5LDK,Layout_6LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
