,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Aichi Prefecture,"Municipality_Higashi Ward,Nagoya City",District_Aioicho,District_Akatsukacho,District_Aoi,District_Chikaramachi,District_Daikancho,District_Daiko,District_Dekimachi,District_Higashiozonecho,District_Higashisakura,District_Higashisotoboricho,District_Hyakunincho,District_Izumi,District_Kodeki,District_Kuromoncho,District_Kurumamichicho,District_Maenamicho,District_Omatsucho,District_Sannomaru,District_Shindeki,District_Shirakabe,District_Shumokucho,District_Sunadabashi,District_Tokugawa,District_Tokugawacho,District_Toyomaecho,District_Tsutsui,District_Tsutsuicho,District_Yada,District_Yadahigashi,District_Yadaminami,District_Yamaguchicho,District_Yoshino,Nearest_Station_Amagasaka,Nearest_Station_Chayagasaka,Nearest_Station_Chikusa,Nearest_Station_Higashiote,Nearest_Station_Hisayaodori,Nearest_Station_Kurumamichi,Nearest_Station_Morishita (Aichi),Nearest_Station_Nagoya Dome Maeyada,Nearest_Station_None,Nearest_Station_Ozone,Nearest_Station_Shimizu (Aichi),Nearest_Station_Shinsakaemachi (Aichi),Nearest_Station_Shiyakusho,Nearest_Station_Sunadabashi,Nearest_Station_Takaoka,Nearest_Station_Yada (Aichi),City Planning_Category I Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of adjacent land,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
