,Distance_Nearest_Station(mn),Area(m^2),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Check,Prefecture_Saitama Prefecture,Municipality_Iruma City,District_Azumacho,District_Higashifujisawa,District_Kagiyama,District_Kasugacho,District_Kawaramachi,District_Koyata,District_Koyodai,District_Kuboinari,District_Kurosu,District_Miyadera,District_Oaza Bushi,District_Oaza Kamifujisawa,District_Oaza Koyata,District_Oaza Noda,District_Oaza Shimofujisawa,District_Ogimachiya,District_Takakura,District_Toyooka,District_Uegoyata,Nearest_Station_Bushi,Nearest_Station_Hakonegasaki,Nearest_Station_Inariyamakoen,Nearest_Station_Irumashi,Nearest_Station_Motokaji,Nearest_Station_Musashifujisawa,Nearest_Station_Sayamagaoka,Layout_1LDK,Layout_2DK,Layout_2DK+S,Layout_2LDK,Layout_2LDK+S,Layout_3DK,Layout_3K,Layout_3LDK,Layout_3LK,Layout_4DK,Layout_4LDK,Layout_4LDK+S,Layout_5DK,Layout_5LDK,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Exclusively Medium-high Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Industrial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Quasi-industrial Zone,City Planning_Quasi-residential Zone,City Planning_Urbanization Control Area,Renovation_Done,Renovation_Not yet,Renovation_Unknown,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings of real estate to which mortgage etc. are set,Transactional factors_None
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
