,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Fukuoka Prefecture,Municipality_Miyama City,District_Setakamachiayahiro,District_Setakamachihamada,District_Setakamachikaminosho,District_Setakamachikawachi,District_Setakamachimatsuda,District_Setakamachimotoyoshi,District_Setakamachinagata,District_Setakamachioda,District_Setakamachioe,District_Setakamachioga,District_Setakamachiogawa,District_Setakamachiohirozono,District_Setakamachiokusa,District_Setakamachisakata,District_Setakamachishimonosho,District_Setakamachitakayanagi,District_Setakamachiyamato,District_Takatamachienoura,District_Takatamachienouramachi,District_Takatamachiharu,District_Takatamachiimabuku,District_Takatamachiiwatsu,District_Takatamachikitashingai,District_Takatamachikurosakibiraki,District_Takatamachiminamishingai,District_Takatamachinose,District_Takatamachishimokusuda,District_Takatamachitakei,District_Takatamachitanoura,District_Takatamachitokushima,District_Yamakawamachikitanoseki,District_Yamakawamachiono,District_Yamakawamachishimizu,District_Yamakawamachitachiyama,Nearest_Station_Chikugofunagoya,Nearest_Station_Enoura,Nearest_Station_Hiraki,Nearest_Station_Minamisetaka,Nearest_Station_Nishitetsunakashima,Nearest_Station_Nishitetsuwataze,Nearest_Station_Setaka,Nearest_Station_Wataze (Fukuoka),City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-city Planning Area,City Planning_Quasi-industrial Zone,City Planning_Urbanization Control Area,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_Dealings of real estate that includes wound etc.,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
