,Distance_Nearest_Station(mn),Area(m^2),Total floor area(m^2),Frontage_Road_Breadth(m),Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Building_structure_RC,Building_structure_SRC,Building_structure_S,Building_structure_B,Building_structure_W,Building_structure_LS,Use_Office,Use_Shop,Use_Warehouse,Use_Complex,Use_Workshop,Use_Factory,Use_Parking,Building_Age,Prefecture_Kyoto Prefecture,Municipality_Miyazu City,District_Aza Anchi,District_Aza Babasaki,District_Aza Ebisu,District_Aza Ejiri,District_Aza Haji,District_Aza Hioki,District_Aza Hommachi,District_Aza Joshi,District_Aza Kawara,District_Aza Kita,District_Aza Kodera,District_Aza Komatsu,District_Aza Kyokaido,District_Aza Mannen,District_Aza Mannenshinchi,District_Aza Miyamoto,District_Aza Miyamura,District_Aza Mizoshiri,District_Aza Monju,District_Aza Nakahami,District_Aza Nakano,District_Aza Nakatsu,District_Aza Nambano,District_Aza Oda,District_Aza Odashukuno,District_Aza Ryoshi,District_Aza Satohami,District_Aza Shinhama,District_Aza Shirakase,District_Aza Shishizaki,District_Aza So,District_Aza Sumiyoshi,District_Aza Suzu,District_Aza Takiba,District_Aza Tsuruga,District_Aza Uoya,District_Aza Waki,District_Aza Yanaginawate,District_Aza Yorozumachi,District_Aza Yoshiwara,District_Aza Yura,Nearest_Station_Amanohashidate,Nearest_Station_Iwatakiguchi,Nearest_Station_Kita,Nearest_Station_Kunda,Nearest_Station_Miyamura,Nearest_Station_Miyazu,Nearest_Station_Tangoyura,City Planning_Category I Exclusively Low-story Residential Zone,City Planning_Category I Exclusively Medium-high Residential Zone,City Planning_Category I Residential Zone,City Planning_Category II Exclusively Low-story Residential Zone,City Planning_Category II Residential Zone,City Planning_Commercial Zone,City Planning_Neighborhood Commercial Zone,City Planning_Non-divided City Planning Area,City Planning_Quasi-industrial Zone,Transactional factors_Dealings between related objects,Transactional factors_Dealings in which auction or arbiter participates,Transactional factors_Dealings including private road,Transactional factors_None,Region_Commercial Area,Region_Residential Area,Frontage_Road_Direction_East,Frontage_Road_Direction_North,Frontage_Road_Direction_Northeast,Frontage_Road_Direction_Northwest,Frontage_Road_Direction_South,Frontage_Road_Direction_Southeast,Frontage_Road_Direction_Southwest,Frontage_Road_Direction_West
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
